DOI,Title,Year,Authors,Quote,Topic
10.1093/nargab/lqaf093,Metagenomics-Toolkit: the flexible and efficient cloud-based metagenomics workflow featuring machine learning-enabled resource allocation,2025,"Peter Belmann, Benedikt Osterholz, Nils Kleinbölting, Alfred Pühler, Andreas Schlüter, Alexander Sczyrba","The Metagenomics-Toolkit provides standard features such as quality control, assembly, binning, and annotation, along with unique capabilities including plasmid identification, recovery of unassembled microbial community members, and discovery of microbial interdependencies through dereplication, co-occurrence, and genome-scale metabolic modeling.",computational_tools
10.3390/microorganisms10122364,A Practical Bioinformatics Workflow for Routine Analysis of Bacterial WGS Data,2022,"Aitor Atxaerandio-Landa, Ainhoa Arrieta-Gisasola, Lorena Laorden, Joseba Bikandi, Javier Garaizar, Irati Martinez-Malaxetxebarria, Ilargi Martinez-Ballesteros","The workflow supports all WGS data generated by means of the Illumina technology and performs genome annotation, species identification, serotype prediction, antimicrobial resistance prediction, virulence-related genes and plasmid replicon detection, core-genome-based or single nucleotide polymorphism (SNP)-based phylogenetic clustering and sequence typing.",computational_tools
10.3390/ijms26189206,Computational Metagenomics: State of the Art,2025,"Marco Antonio Pita-Galeana, Martin Ruhle, Lucía López-Vázquez, Guillermo de Anda-Jáuregui, Enrique Hernández-Lemus","The integration of various 'omics' data through bioinformatics approaches offers a more comprehensive understanding of bacterial physiology and ecology.",computational_tools
10.1093/nar/gkaf1115,gcMeta 2025: a global repository of metagenome-assembled genomes enabling cross-ecosystem microbial discovery and function research,2026,"Yan Sun, Qi Chen, Guomei Fan, Qinglan Sun, Qing Zhou, Jiaqing Zhang, Jingyi Nie, Juncai Ma, Linhuan Wu","By linking functional traits with microbial co-occurrence networks, gcMeta identifies keystone taxa central to biogeochemical cycling and environmental adaptation, and supports cross-ecosystem functional comparisons, revealing niche-specific metabolic pathways and stress-response genes.",computational_tools
